"","reference_contig","position","variable","value"
"1948","KC677634",512,"FET_2.6",0
"1949","KC677634",527,"FET_2.6",0
"1950","KC677634",535,"FET_2.6",0
"1951","KC677634",561,"FET_2.6",0
"1952","KC677634",565,"FET_2.6",0
"1953","KC677634",571,"FET_2.6",1.091
"1954","KC677634",590,"FET_2.6",0.408
"1955","KC677634",613,"FET_2.6",10.95
"1956","KC677634",695,"FET_2.6",0
"1957","KC677634",714,"FET_2.6",1.634
"1958","KC677634",715,"FET_2.6",0
"1959","KC677634",718,"FET_2.6",0.496
"1960","KC677634",722,"FET_2.6",0
"1961","KC677634",727,"FET_2.6",7.571
"1962","KC677634",739,"FET_2.6",0
"1963","KC677634",747,"FET_2.6",0
"1964","KC677634",768,"FET_2.6",0.29
"1965","KC677634",780,"FET_2.6",2.86
"1966","KC677635",79,"FET_2.6",0
"1967","KC677635",117,"FET_2.6",13.1
"1968","KC677635",179,"FET_2.6",15.43
"1969","KC677635",266,"FET_2.6",9.456
"1970","KC677635",268,"FET_2.6",12.39
"1971","KC677635",301,"FET_2.6",0
"1972","KC677635",374,"FET_2.6",16.4
"1973","KC677635",438,"FET_2.6",0
"1974","KC677635",452,"FET_2.6",17.86
"1975","KC677635",488,"FET_2.6",10.49
"1976","KC677635",538,"FET_2.6",0.118
"1977","KC677635",556,"FET_2.6",5.064
"1978","KC677635",575,"FET_2.6",6.668
"1979","KC677635",607,"FET_2.6",18.33
"1980","KC677635",641,"FET_2.6",1.925
"1981","KC677635",642,"FET_2.6",1.911
"1982","KC677635",644,"FET_2.6",12.01
"1983","KC677635",715,"FET_2.6",11.89
"1984","KC677635",731,"FET_2.6",12.41
"1985","KC677635",732,"FET_2.6",11.64
"1986","KC677635",747,"FET_2.6",0.927
"1987","KC677635",787,"FET_2.6",0
"1988","KC677635",805,"FET_2.6",4.479
"1989","KC677635",822,"FET_2.6",14.31
"1990","KC677635",831,"FET_2.6",5.34
"1991","KC677635",880,"FET_2.6",5.223
"1992","KC677635",919,"FET_2.6",27.95
"1993","KC677635",940,"FET_2.6",21.09
"1994","KC677635",956,"FET_2.6",13.08
"1995","KC677635",964,"FET_2.6",18.37
"1996","KC677635",972,"FET_2.6",25.89
"1997","KC677635",1003,"FET_2.6",25.15
"1998","KC677635",1013,"FET_2.6",0
"1999","KC677635",1046,"FET_2.6",1.773
"2000","KC677635",1047,"FET_2.6",1.978
"2001","KC677635",1079,"FET_2.6",26.37
"2002","KC677635",1082,"FET_2.6",0
"2003","KC677635",1087,"FET_2.6",1.053
"2004","KC677635",1150,"FET_2.6",20.96
"2005","KC677635",1160,"FET_2.6",23.33
"2006","KC677635",1179,"FET_2.6",21.61
"2007","KC677635",1205,"FET_2.6",4.694
"2008","KC677635",1220,"FET_2.6",4.21
"2009","KC677635",1245,"FET_2.6",12.97
"2010","KC677635",1259,"FET_2.6",15.22
"2011","KC677635",1284,"FET_2.6",13.01
"2012","KC677635",1304,"FET_2.6",11.85
"2013","KC677635",1356,"FET_2.6",13.72
"2014","KC677635",1501,"FET_2.6",4.116
"2015","KC677635",1528,"FET_2.6",6.85
"2016","KC677635",1580,"FET_2.6",12.28
"2017","KC677635",1624,"FET_2.6",10.55
"2018","KC677635",1661,"FET_2.6",10.72
"2019","KC677635",1677,"FET_2.6",1.428
"2020","KC677635",1809,"FET_2.6",12.23
"2021","KC677635",1853,"FET_2.6",9.848
"2022","KC677635",1868,"FET_2.6",4.424
"2023","KC677635",1918,"FET_2.6",17.35
"2024","KC677635",1936,"FET_2.6",12.2
"2025","KC677635",1948,"FET_2.6",13.62
"2026","KC677635",2048,"FET_2.6",1.217
"2027","KC677635",2060,"FET_2.6",1.836
"2028","KC677635",2070,"FET_2.6",7.927
"2029","KC677635",2073,"FET_2.6",2.808
"2030","KC677635",2119,"FET_2.6",1.504
"2031","KC677635",2120,"FET_2.6",15.11
"2032","KC677635",2143,"FET_2.6",5.127
"2033","KC677635",2173,"FET_2.6",19.82
"2034","KC677635",2234,"FET_2.6",0
"2035","KC677635",2254,"FET_2.6",0.638
"2036","KC677635",2270,"FET_2.6",3.663
"2037","KC677635",2295,"FET_2.6",0
"2038","KC677635",2323,"FET_2.6",0
"2039","KC677635",2329,"FET_2.6",0.605
"2040","KC677635",2337,"FET_2.6",6.577
"2041","KC677635",2348,"FET_2.6",25.95
"2042","KC677635",2359,"FET_2.6",0
"2043","KC677635",2384,"FET_2.6",26.77
"2044","KC677635",2393,"FET_2.6",2.711
"2045","KC677635",2432,"FET_2.6",0
"2046","KC677635",2442,"FET_2.6",0.758
"2047","KC677635",2483,"FET_2.6",4.964
"2048","KC677635",2487,"FET_2.6",6.051
"2049","KC677635",2493,"FET_2.6",0
"2050","KC677635",2528,"FET_2.6",1.801
"2051","KC677635",2542,"FET_2.6",0
"2052","KC677635",2547,"FET_2.6",0
"2053","KC677635",2550,"FET_2.6",0
"2054","KC677635",2578,"FET_2.6",3.961
"2055","KC677635",2587,"FET_2.6",0
"2056","KC677635",2593,"FET_2.6",0
"2057","KC677635",2644,"FET_2.6",0
"2058","KC677635",2698,"FET_2.6",1.183
"2059","KC677635",2735,"FET_2.6",15.27
"2060","KC677636",127,"FET_2.6",6.528
"2061","KC677636",132,"FET_2.6",0
"2062","KC677636",162,"FET_2.6",3.29
"2063","KC677636",194,"FET_2.6",0
"2064","KC677636",202,"FET_2.6",1.021
"2065","KC677636",507,"FET_2.6",0.747
"2066","KC677636",598,"FET_2.6",2.588
"2067","KC677636",639,"FET_2.6",0
"2068","KC677636",642,"FET_2.6",3.482
"2069","KC677636",712,"FET_2.6",0.954
"2070","KC677636",756,"FET_2.6",1.948
"2071","KC677636",834,"FET_2.6",0
"2072","KC677636",1088,"FET_2.6",1.69
"2073","KC677636",1231,"FET_2.6",0.884
"2074","KC677636",1235,"FET_2.6",0
"2075","KC677636",1274,"FET_2.6",0
"2076","KC677636",1442,"FET_2.6",0
"2077","KC677636",1460,"FET_2.6",0
"2078","KC677636",1503,"FET_2.6",2.083
"2079","KC677636",1557,"FET_2.6",0.491
"2080","KC677636",1711,"FET_2.6",0
"2081","KC677636",1807,"FET_2.6",1.364
"2082","KC677636",1847,"FET_2.6",0
"2083","KC677636",1896,"FET_2.6",0
"2084","KC677637",322,"FET_2.6",1.638
"2085","KC677637",327,"FET_2.6",2.397
"2086","KC677637",389,"FET_2.6",5.198
"2087","KC677637",600,"FET_2.6",0
"2088","KC677637",607,"FET_2.6",0
"2089","KC677637",750,"FET_2.6",2.204
"2090","KC677637",760,"FET_2.6",34.37
"2091","KC677637",768,"FET_2.6",0.124
"2092","KC677637",772,"FET_2.6",1.932
"2093","KC677637",796,"FET_2.6",0.751
"2094","KC677637",811,"FET_2.6",24.86
"2095","KC677637",833,"FET_2.6",0
"2096","KC677637",836,"FET_2.6",0
"2097","KC677637",887,"FET_2.6",9.104
"2098","KC677637",937,"FET_2.6",0
"2099","KC677637",1007,"FET_2.6",28.55
"2100","KC677637",1022,"FET_2.6",0
"2101","KC677637",1035,"FET_2.6",1.995
"2102","KC677637",1075,"FET_2.6",2.416
"2103","KC677637",1097,"FET_2.6",0
"2104","KC677637",1103,"FET_2.6",8.411
"2105","KC677637",1104,"FET_2.6",0
"2106","KC677637",1134,"FET_2.6",3.751
"2107","KC677637",1141,"FET_2.6",47.45
"2108","KC677637",1150,"FET_2.6",1.685
"2109","KC677637",1161,"FET_2.6",0
"2110","KC677637",1170,"FET_2.6",103
"2111","KC677637",1186,"FET_2.6",0
"2112","KC677637",1187,"FET_2.6",1.824
"2113","KC677637",1202,"FET_2.6",0
"2114","KC677637",1230,"FET_2.6",0
"2115","KC677637",1232,"FET_2.6",95.59
"2116","KC677637",1239,"FET_2.6",0.904
"2117","KC677637",1249,"FET_2.6",0
"2118","KC677637",1250,"FET_2.6",108.4
"2119","KC677637",1258,"FET_2.6",0
"2120","KC677637",1259,"FET_2.6",5.897
"2121","KC677637",1267,"FET_2.6",71.93
"2122","KC677637",1270,"FET_2.6",3.029
"2123","KC677637",1282,"FET_2.6",0
"2124","KC677637",1296,"FET_2.6",0
"2125","KC677637",1300,"FET_2.6",2.137
"2126","KC677637",1302,"FET_2.6",0
"2127","KC677637",1303,"FET_2.6",0
"2128","KC677637",1315,"FET_2.6",0
"2129","KC677637",1318,"FET_2.6",0
"2130","KC677637",1326,"FET_2.6",0.584
"2131","KC677637",1328,"FET_2.6",0.583
"2132","KC677637",1337,"FET_2.6",0
"2133","KC677637",1338,"FET_2.6",2.36
"2134","KC677637",1339,"FET_2.6",0.594
"2135","KC677637",1346,"FET_2.6",0
"2136","KC677637",1365,"FET_2.6",0
"2137","KC677637",1376,"FET_2.6",14.17
"2138","KC677637",1444,"FET_2.6",26.87
"2139","KC677637",1494,"FET_2.6",0.752
"2140","KC677637",1561,"FET_2.6",4.829
"2141","KC677637",1571,"FET_2.6",9.837
"2142","KC677637",1628,"FET_2.6",0
"2143","KC677637",1641,"FET_2.6",34.27
"2144","KC677637",1688,"FET_2.6",37.86
"2145","KC677637",1703,"FET_2.6",45.89
"2146","KC677637",1706,"FET_2.6",43.83
"2147","KC677637",1729,"FET_2.6",36.94
"2148","KC677637",1783,"FET_2.6",33.15
"2149","KC677637",1790,"FET_2.6",33.33
"2150","KC677637",1792,"FET_2.6",27.17
"2151","KC677637",1806,"FET_2.6",0.6
"2152","KC677637",1813,"FET_2.6",0
"2153","KC677638",124,"FET_2.6",2.628
"2154","KC677638",141,"FET_2.6",0
"2155","KC677638",148,"FET_2.6",0.583
"2156","KC677638",174,"FET_2.6",0.159
"2157","KC677638",204,"FET_2.6",2.729
"2158","KC677638",257,"FET_2.6",5.166
"2159","KC677638",308,"FET_2.6",0
"2160","KC677638",330,"FET_2.6",0
"2161","KC677638",455,"FET_2.6",0
"2162","KC677638",459,"FET_2.6",7.324
"2163","KC677638",467,"FET_2.6",0
"2164","KC677638",508,"FET_2.6",4.813
"2165","KC677638",509,"FET_2.6",0
"2166","KC677638",575,"FET_2.6",0
"2167","KC677638",616,"FET_2.6",0
"2168","KC677638",631,"FET_2.6",2.719
"2169","KC677638",632,"FET_2.6",0
"2170","KC677638",636,"FET_2.6",0
"2171","KC677638",718,"FET_2.6",0
"2172","KC677638",723,"FET_2.6",3.744
"2173","KC677638",813,"FET_2.6",0
"2174","KC677638",840,"FET_2.6",0
"2175","KC677638",855,"FET_2.6",1.555
"2176","KC677638",902,"FET_2.6",0
"2177","KC677638",904,"FET_2.6",0
"2178","KC677638",955,"FET_2.6",0
"2179","KC677638",978,"FET_2.6",0
"2180","KC677638",997,"FET_2.6",8.354
"2181","KC677638",1012,"FET_2.6",0
"2182","KC677638",1023,"FET_2.6",0
"2183","KC677638",1058,"FET_2.6",0.492
"2184","KC677638",1124,"FET_2.6",0
"2185","KC677638",1194,"FET_2.6",1.38
"2186","KC677638",1310,"FET_2.6",0
"2187","KC677638",1330,"FET_2.6",0
"2188","KC677638",1339,"FET_2.6",0
"2189","KC677638",1342,"FET_2.6",0
"2190","KC677638",1345,"FET_2.6",0
"2191","KC677639",135,"FET_2.6",2.468
"2192","KC677639",201,"FET_2.6",1.394
"2193","KC677639",210,"FET_2.6",0
"2194","KC677639",222,"FET_2.6",0
"2195","KC677639",239,"FET_2.6",0
"2196","KC677639",252,"FET_2.6",0
"2197","KC677639",312,"FET_2.6",0
"2198","KC677639",359,"FET_2.6",2.019
"2199","KC677639",369,"FET_2.6",2.348
"2200","KC677639",414,"FET_2.6",0
"2201","KC677639",418,"FET_2.6",0
"2202","KC677639",419,"FET_2.6",0
"2203","KC677639",427,"FET_2.6",0
"2204","KC677639",432,"FET_2.6",1.404
"2205","KC677639",486,"FET_2.6",0
"2206","KC677639",504,"FET_2.6",0
"2207","KC677639",543,"FET_2.6",1.972
"2208","KC677639",649,"FET_2.6",1.855
"2209","KC677639",659,"FET_2.6",0
"2210","KC677639",692,"FET_2.6",2.675
"2211","KC677639",781,"FET_2.6",7.464
"2212","KC677639",795,"FET_2.6",1.505
"2213","KC677639",797,"FET_2.6",0
"2214","KC677639",882,"FET_2.6",0
"2215","KC677640",41,"FET_2.6",2.276
"2216","KC677640",67,"FET_2.6",0
"2217","KC677640",89,"FET_2.6",0
"2218","KC677640",160,"FET_2.6",0.097
"2219","KC677640",183,"FET_2.6",0
"2220","KC677640",186,"FET_2.6",2.777
"2221","KC677640",229,"FET_2.6",0.335
"2222","KC677640",230,"FET_2.6",0.813
"2223","KC677640",242,"FET_2.6",0.367
"2224","KC677640",371,"FET_2.6",40.11
"2225","KC677640",411,"FET_2.6",39.47
"2226","KC677640",441,"FET_2.6",1.513
"2227","KC677640",461,"FET_2.6",0
"2228","KC677640",462,"FET_2.6",0
"2229","KC677640",473,"FET_2.6",0
"2230","KC677640",483,"FET_2.6",0
"2231","KC677640",495,"FET_2.6",0
"2232","KC677640",496,"FET_2.6",0
"2233","KC677640",538,"FET_2.6",41.34
"2234","KC677640",551,"FET_2.6",1.748
"2235","KC677640",562,"FET_2.6",0
"2236","KC677640",575,"FET_2.6",0.25
"2237","KC677631",191,"FET_2.7",0
"2238","KC677631",309,"FET_2.7",0
"2239","KC677631",373,"FET_2.7",0
"2240","KC677631",432,"FET_2.7",0
"2241","KC677631",456,"FET_2.7",0
"2242","KC677631",485,"FET_2.7",0
"2243","KC677631",510,"FET_2.7",0
"2244","KC677631",514,"FET_2.7",1.726
"2245","KC677631",516,"FET_2.7",0
"2246","KC677631",554,"FET_2.7",0.503
"2247","KC677631",560,"FET_2.7",0
"2248","KC677631",565,"FET_2.7",0
"2249","KC677631",671,"FET_2.7",0
"2250","KC677631",733,"FET_2.7",0
"2251","KC677631",765,"FET_2.7",0
"2252","KC677631",787,"FET_2.7",0.339
"2253","KC677631",801,"FET_2.7",2.068
"2254","KC677631",810,"FET_2.7",0.895
"2255","KC677631",850,"FET_2.7",0
"2256","KC677631",859,"FET_2.7",0
"2257","KC677631",890,"FET_2.7",0
"2258","KC677631",892,"FET_2.7",0
"2259","KC677631",897,"FET_2.7",0
"2260","KC677631",934,"FET_2.7",0.606
"2261","KC677631",997,"FET_2.7",0
"2262","KC677631",998,"FET_2.7",0
"2263","KC677631",1009,"FET_2.7",0.984
"2264","KC677631",1011,"FET_2.7",0
"2265","KC677631",1024,"FET_2.7",0
"2266","KC677631",1032,"FET_2.7",0
"2267","KC677631",1037,"FET_2.7",0
"2268","KC677631",1063,"FET_2.7",0
"2269","KC677631",1065,"FET_2.7",0
"2270","KC677631",1082,"FET_2.7",0
"2271","KC677631",1095,"FET_2.7",0
"2272","KC677631",1121,"FET_2.7",0
"2273","KC677631",1154,"FET_2.7",0
"2274","KC677631",1196,"FET_2.7",0.382
"2275","KC677631",1201,"FET_2.7",0
"2276","KC677631",1249,"FET_2.7",0
"2277","KC677631",1260,"FET_2.7",0
"2278","KC677631",1272,"FET_2.7",0
"2279","KC677631",1275,"FET_2.7",0
"2280","KC677631",1296,"FET_2.7",0
"2281","KC677631",1301,"FET_2.7",0.921
"2282","KC677631",1356,"FET_2.7",1.228
"2283","KC677631",1398,"FET_2.7",0
"2284","KC677631",1433,"FET_2.7",0.912
"2285","KC677631",1476,"FET_2.7",0
"2286","KC677631",1533,"FET_2.7",0
"2287","KC677631",1551,"FET_2.7",0
"2288","KC677631",1555,"FET_2.7",0
"2289","KC677631",1561,"FET_2.7",0.367
"2290","KC677631",1566,"FET_2.7",3.264
"2291","KC677631",1582,"FET_2.7",0
"2292","KC677631",1652,"FET_2.7",0
"2293","KC677631",1671,"FET_2.7",0
"2294","KC677631",1701,"FET_2.7",0
"2295","KC677631",1708,"FET_2.7",0
"2296","KC677631",1790,"FET_2.7",0
"2297","KC677631",1792,"FET_2.7",0
"2298","KC677631",1797,"FET_2.7",0
"2299","KC677631",1819,"FET_2.7",0
"2300","KC677631",1827,"FET_2.7",0
"2301","KC677631",1881,"FET_2.7",0
"2302","KC677631",1897,"FET_2.7",0
"2303","KC677631",1899,"FET_2.7",0.814
"2304","KC677631",1912,"FET_2.7",1.063
"2305","KC677631",1914,"FET_2.7",0
"2306","KC677631",1921,"FET_2.7",0
"2307","KC677631",1922,"FET_2.7",0.257
"2308","KC677631",1933,"FET_2.7",0
"2309","KC677631",2071,"FET_2.7",0
"2310","KC677631",2109,"FET_2.7",0
"2311","KC677631",2111,"FET_2.7",1.097
"2312","KC677631",2126,"FET_2.7",0
"2313","KC677631",2144,"FET_2.7",0
"2314","KC677631",2225,"FET_2.7",0
"2315","KC677631",2240,"FET_2.7",0
"2316","KC677631",2292,"FET_2.7",0
"2317","KC677631",2314,"FET_2.7",0
"2318","KC677631",2329,"FET_2.7",0
"2319","KC677631",2340,"FET_2.7",0
"2320","KC677631",2439,"FET_2.7",0
"2321","KC677631",2514,"FET_2.7",0
"2322","KC677631",2561,"FET_2.7",0
"2323","KC677631",2565,"FET_2.7",2.47
"2324","KC677631",2601,"FET_2.7",0
"2325","KC677631",2608,"FET_2.7",0
"2326","KC677631",2648,"FET_2.7",0.319
"2327","KC677631",2665,"FET_2.7",0.674
"2328","KC677631",2762,"FET_2.7",1.534
"2329","KC677631",2781,"FET_2.7",1.525
"2330","KC677631",2788,"FET_2.7",0
"2331","KC677631",2796,"FET_2.7",0
"2332","KC677631",2855,"FET_2.7",0
"2333","KC677631",2862,"FET_2.7",0
"2334","KC677631",2868,"FET_2.7",0
"2335","KC677631",2955,"FET_2.7",0
"2336","KC677631",2976,"FET_2.7",2.487
"2337","KC677631",2979,"FET_2.7",0
"2338","KC677631",2986,"FET_2.7",0
"2339","KC677631",2990,"FET_2.7",0
"2340","KC677631",3000,"FET_2.7",0.361
"2341","KC677631",3017,"FET_2.7",0
"2342","KC677631",3057,"FET_2.7",0
"2343","KC677631",3068,"FET_2.7",0
"2344","KC677631",3080,"FET_2.7",0
"2345","KC677631",3110,"FET_2.7",1.555
"2346","KC677631",3136,"FET_2.7",0
"2347","KC677631",3204,"FET_2.7",0
"2348","KC677631",3214,"FET_2.7",0
"2349","KC677631",3230,"FET_2.7",0
"2350","KC677631",3246,"FET_2.7",0
"2351","KC677631",3305,"FET_2.7",0
"2352","KC677632",97,"FET_2.7",0.759
"2353","KC677632",186,"FET_2.7",1.064
"2354","KC677632",202,"FET_2.7",0
"2355","KC677632",215,"FET_2.7",1.049
"2356","KC677632",283,"FET_2.7",0
"2357","KC677632",328,"FET_2.7",0
"2358","KC677632",374,"FET_2.7",0
"2359","KC677632",465,"FET_2.7",0.521
"2360","KC677632",471,"FET_2.7",0
"2361","KC677632",510,"FET_2.7",0.743
"2362","KC677632",524,"FET_2.7",2.493
"2363","KC677632",559,"FET_2.7",0
"2364","KC677632",589,"FET_2.7",0
"2365","KC677632",608,"FET_2.7",0.281
"2366","KC677632",617,"FET_2.7",2.381
"2367","KC677632",640,"FET_2.7",0
"2368","KC677632",675,"FET_2.7",0
"2369","KC677632",680,"FET_2.7",0
"2370","KC677632",707,"FET_2.7",0
"2371","KC677632",717,"FET_2.7",22.71
"2372","KC677632",759,"FET_2.7",0
"2373","KC677632",760,"FET_2.7",0
"2374","KC677632",912,"FET_2.7",0
"2375","KC677632",917,"FET_2.7",0
"2376","KC677632",1042,"FET_2.7",0
"2377","KC677632",1136,"FET_2.7",0
"2378","KC677632",1286,"FET_2.7",0
"2379","KC677632",1306,"FET_2.7",7.451
"2380","KC677632",1312,"FET_2.7",1.543
"2381","KC677632",1464,"FET_2.7",7.527
"2382","KC677632",1554,"FET_2.7",0
"2383","KC677632",1555,"FET_2.7",0
"2384","KC677632",1559,"FET_2.7",0
"2385","KC677632",1702,"FET_2.7",0
"2386","KC677632",1713,"FET_2.7",0
"2387","KC677632",1721,"FET_2.7",0
"2388","KC677632",1723,"FET_2.7",0
"2389","KC677632",1763,"FET_2.7",0.786
"2390","KC677632",1771,"FET_2.7",0.414
"2391","KC677632",1797,"FET_2.7",0.841
"2392","KC677632",1815,"FET_2.7",0
"2393","KC677632",1842,"FET_2.7",0.286
"2394","KC677632",1875,"FET_2.7",0
"2395","KC677632",1879,"FET_2.7",0
"2396","KC677632",1901,"FET_2.7",0
"2397","KC677632",1924,"FET_2.7",4.519
"2398","KC677632",1934,"FET_2.7",0
"2399","KC677632",1941,"FET_2.7",0
"2400","KC677632",1956,"FET_2.7",2.676
"2401","KC677632",2014,"FET_2.7",0.559
"2402","KC677632",2038,"FET_2.7",0
"2403","KC677632",2110,"FET_2.7",0
"2404","KC677633",25,"FET_2.7",0
"2405","KC677633",53,"FET_2.7",6.102
"2406","KC677633",54,"FET_2.7",5.799
"2407","KC677633",120,"FET_2.7",0
"2408","KC677633",123,"FET_2.7",1.04
"2409","KC677633",139,"FET_2.7",0
"2410","KC677633",148,"FET_2.7",0.522
"2411","KC677633",167,"FET_2.7",4.736
"2412","KC677633",168,"FET_2.7",0
"2413","KC677633",171,"FET_2.7",0
"2414","KC677633",172,"FET_2.7",0
"2415","KC677633",181,"FET_2.7",0
"2416","KC677633",195,"FET_2.7",1.805
"2417","KC677633",208,"FET_2.7",0.272
"2418","KC677633",227,"FET_2.7",0
"2419","KC677633",233,"FET_2.7",0
"2420","KC677633",248,"FET_2.7",0.611
"2421","KC677633",256,"FET_2.7",0
"2422","KC677633",259,"FET_2.7",0
"2423","KC677633",319,"FET_2.7",0
"2424","KC677633",331,"FET_2.7",0
"2425","KC677633",370,"FET_2.7",0
"2426","KC677633",378,"FET_2.7",0
"2427","KC677633",382,"FET_2.7",0
"2428","KC677633",383,"FET_2.7",0
"2429","KC677633",401,"FET_2.7",0
"2430","KC677633",515,"FET_2.7",2.25
"2431","KC677633",522,"FET_2.7",0
"2432","KC677633",593,"FET_2.7",0
"2433","KC677633",603,"FET_2.7",0.313
"2434","KC677633",605,"FET_2.7",2.159
"2435","KC677633",639,"FET_2.7",1.21
"2436","KC677633",676,"FET_2.7",0
"2437","KC677633",684,"FET_2.7",0.547
"2438","KC677633",687,"FET_2.7",0
"2439","KC677633",726,"FET_2.7",1.544
"2440","KC677633",727,"FET_2.7",0
"2441","KC677633",824,"FET_2.7",4.516
"2442","KC677633",877,"FET_2.7",11.06
"2443","KC677633",900,"FET_2.7",0
"2444","KC677633",904,"FET_2.7",4.044
"2445","KC677633",909,"FET_2.7",0.796
"2446","KC677633",916,"FET_2.7",2.923
"2447","KC677633",974,"FET_2.7",2.011
"2448","KC677633",981,"FET_2.7",2.033
"2449","KC677633",1009,"FET_2.7",2.589
"2450","KC677633",1023,"FET_2.7",0
"2451","KC677633",1073,"FET_2.7",3.09
"2452","KC677633",1115,"FET_2.7",2.981
"2453","KC677633",1195,"FET_2.7",1.061
"2454","KC677633",1214,"FET_2.7",1.675
"2455","KC677633",1227,"FET_2.7",1.428
"2456","KC677633",1228,"FET_2.7",1.453
"2457","KC677633",1364,"FET_2.7",0.404
"2458","KC677633",1374,"FET_2.7",5.165
"2459","KC677633",1383,"FET_2.7",0
"2460","KC677633",1416,"FET_2.7",6.117
"2461","KC677633",1423,"FET_2.7",0
"2462","KC677633",1430,"FET_2.7",3.963
"2463","KC677633",1443,"FET_2.7",0
"2464","KC677633",1466,"FET_2.7",0
"2465","KC677633",1492,"FET_2.7",0
"2466","KC677633",1498,"FET_2.7",0
"2467","KC677633",1512,"FET_2.7",4.219
"2468","KC677633",1517,"FET_2.7",0
"2469","KC677633",1520,"FET_2.7",0
"2470","KC677633",1544,"FET_2.7",0
"2471","KC677633",1545,"FET_2.7",2.228
"2472","KC677633",1551,"FET_2.7",0
"2473","KC677633",1590,"FET_2.7",3.302
"2474","KC677633",1604,"FET_2.7",0
"2475","KC677633",1616,"FET_2.7",0
"2476","KC677633",1624,"FET_2.7",0
"2477","KC677633",1635,"FET_2.7",0
"2478","KC677633",1694,"FET_2.7",0
"2479","KC677633",1700,"FET_2.7",0
"2480","KC677633",1701,"FET_2.7",4.719
"2481","KC677633",1756,"FET_2.7",0
"2482","KC677633",1757,"FET_2.7",0
"2483","KC677633",1761,"FET_2.7",3.607
"2484","KC677633",1901,"FET_2.7",0
"2485","KC677634",88,"FET_2.7",0.957
"2486","KC677634",102,"FET_2.7",0.926
"2487","KC677634",122,"FET_2.7",1.747
"2488","KC677634",216,"FET_2.7",0
"2489","KC677634",234,"FET_2.7",0.597
"2490","KC677634",236,"FET_2.7",0
"2491","KC677634",256,"FET_2.7",0.506
"2492","KC677634",298,"FET_2.7",0
"2493","KC677634",325,"FET_2.7",0
"2494","KC677634",345,"FET_2.7",0
"2495","KC677634",361,"FET_2.7",0
"2496","KC677634",366,"FET_2.7",0
"2497","KC677634",369,"FET_2.7",1.71
"2498","KC677634",394,"FET_2.7",0.431
"2499","KC677634",400,"FET_2.7",0
"2500","KC677634",405,"FET_2.7",0
"2501","KC677634",412,"FET_2.7",0.432
"2502","KC677634",429,"FET_2.7",0.833
"2503","KC677634",443,"FET_2.7",0
"2504","KC677634",459,"FET_2.7",0
"2505","KC677634",460,"FET_2.7",0
"2506","KC677634",491,"FET_2.7",0
"2507","KC677634",512,"FET_2.7",0
"2508","KC677634",527,"FET_2.7",0
"2509","KC677634",535,"FET_2.7",0
"2510","KC677634",561,"FET_2.7",0
"2511","KC677634",565,"FET_2.7",0
"2512","KC677634",571,"FET_2.7",0.788
"2513","KC677634",590,"FET_2.7",0
"2514","KC677634",613,"FET_2.7",0.503
"2515","KC677634",695,"FET_2.7",0
"2516","KC677634",714,"FET_2.7",1.565
"2517","KC677634",715,"FET_2.7",0
"2518","KC677634",718,"FET_2.7",0
"2519","KC677634",722,"FET_2.7",0
"2520","KC677634",727,"FET_2.7",0
"2521","KC677634",739,"FET_2.7",0
"2522","KC677634",747,"FET_2.7",0
"2523","KC677634",768,"FET_2.7",0.258
"2524","KC677634",780,"FET_2.7",2.352
"2525","KC677635",79,"FET_2.7",0.423
"2526","KC677635",117,"FET_2.7",3.999
"2527","KC677635",179,"FET_2.7",3.723
"2528","KC677635",266,"FET_2.7",4.362
"2529","KC677635",268,"FET_2.7",4.601
"2530","KC677635",301,"FET_2.7",2.076
"2531","KC677635",374,"FET_2.7",2.826
"2532","KC677635",438,"FET_2.7",0
"2533","KC677635",452,"FET_2.7",3.952
"2534","KC677635",488,"FET_2.7",4.021
"2535","KC677635",538,"FET_2.7",3.141
"2536","KC677635",556,"FET_2.7",1.978
"2537","KC677635",575,"FET_2.7",0.289
"2538","KC677635",607,"FET_2.7",4.227
"2539","KC677635",641,"FET_2.7",0.754
"2540","KC677635",642,"FET_2.7",0.763
"2541","KC677635",644,"FET_2.7",1.272
"2542","KC677635",715,"FET_2.7",3.478
"2543","KC677635",731,"FET_2.7",3.161
"2544","KC677635",732,"FET_2.7",2.921
"2545","KC677635",747,"FET_2.7",0
"2546","KC677635",787,"FET_2.7",0
"2547","KC677635",805,"FET_2.7",1.066
"2548","KC677635",822,"FET_2.7",0.796
"2549","KC677635",831,"FET_2.7",0.261
"2550","KC677635",880,"FET_2.7",0.252
"2551","KC677635",919,"FET_2.7",1.22
"2552","KC677635",940,"FET_2.7",0.19
"2553","KC677635",956,"FET_2.7",0.22
"2554","KC677635",964,"FET_2.7",0.184
"2555","KC677635",972,"FET_2.7",0.37
"2556","KC677635",1003,"FET_2.7",0
"2557","KC677635",1013,"FET_2.7",0
"2558","KC677635",1046,"FET_2.7",0.512
"2559","KC677635",1047,"FET_2.7",0.5
"2560","KC677635",1079,"FET_2.7",0.654
"2561","KC677635",1082,"FET_2.7",0
"2562","KC677635",1087,"FET_2.7",0
